~Version	Section														
VERS.	2.0:	CWLS	Log	ASCII	Standard	-	Version	2.000000							
WRAP.	NO:	One	data	record	per	depth	sample.								
~Well	Information	Section													
#MNEM.UNIT	VALUE	DESCRIPTION													
#---------	----------	-----------													
STRT.M	113.614000	:START	DEPTH												
STOP.M	1282.064820	:STOP	DEPTH												
STEP.M	0.152400	:STEP													
NULL.	-999.250000	:NULL	VALUE												
COMP.	:Oil	Company																							
LOC.		:Location																							
SRVC.	:Service														
DATE.	:Date	unloaded																			
~Curve	Information	Section													
#MNEM.UNIT	API	CODE	Curve	Description											
#---------	----------	-----------------													
BOREHOLE-DEPTH.M	:DEPTH																										
GR.GAPI	:														
K.%	:														
ZDEN.G/C3	:														
~A
Depth		GR			K			ZDEN																				
113.614000	-999.250000	-999.250000	-999.250000
113.766400	-999.250000	-999.250000	-999.250000
113.918800	-999.250000	-999.250000	-999.250000
114.071200	-999.250000	-999.250000	-999.250000
114.223600	-999.250000	-999.250000	-999.250000
114.376000	-999.250000	-999.250000	-999.250000
114.528400	-999.250000	-999.250000	-999.250000
114.680800	-999.250000	-999.250000	-999.250000
114.833200	-999.250000	-999.250000	-999.250000
114.985600	-999.250000	-999.250000	-999.250000
115.138000	-999.250000	-999.250000	-999.250000
115.290400	-999.250000	-999.250000	-999.250000
115.442800	-999.250000	-999.250000	-999.250000
115.595200	-999.250000	-999.250000	-999.250000
115.747600	-999.250000	-999.250000	-999.250000
115.900000	-999.250000	-999.250000	-999.250000
116.052400	-999.250000	-999.250000	-999.250000
116.204800	-999.250000	-999.250000	-999.250000
116.357200	-999.250000	-999.250000	-999.250000
116.509600	-999.250000	-999.250000	-999.250000
116.662000	-999.250000	-999.250000	-999.250000
116.814400	-999.250000	-999.250000	-999.250000
116.966800	-999.250000	-999.250000	-999.250000
117.119200	-999.250000	-999.250000	-999.250000
117.271600	-999.250000	-999.250000	-999.250000
117.424000	-999.250000	-999.250000	-999.250000
117.576400	-999.250000	-999.250000	-999.250000
117.728800	-999.250000	-999.250000	-999.250000
117.881200	-999.250000	-999.250000	-999.250000
118.033600	42.490000	-999.250000	-999.250000
118.186000	42.770300	-999.250000	-999.250000
118.338400	42.207100	-999.250000	-999.250000
118.490800	42.211000	-999.250000	-999.250000
118.643200	42.289500	-999.250000	-999.250000
118.795600	40.986400	-999.250000	-999.250000
118.948000	38.992700	-999.250000	-999.250000
119.100400	37.646800	-999.250000	-999.250000
119.252800	36.536900	-999.250000	-999.250000
119.405200	35.759700	-999.250000	-999.250000
119.557600	36.521600	-999.250000	-999.250000
119.710000	38.644500	-999.250000	-999.250000
119.862400	40.036500	-999.250000	-999.250000
120.014800	39.922300	-999.250000	-999.250000
120.167200	39.397400	-999.250000	-999.250000
120.319600	39.052300	-999.250000	-999.250000
120.472000	38.677800	-999.250000	-999.250000
120.624400	38.096800	-999.250000	-999.250000
120.776800	37.169800	-999.250000	-999.250000
120.929200	36.121900	-999.250000	-999.250000
121.081600	35.935200	-999.250000	-999.250000
121.234000	35.756100	-999.250000	-999.250000
121.386400	35.370500	-999.250000	-999.250000
121.538800	35.852900	-999.250000	-999.250000
121.691200	36.873400	-999.250000	-999.250000
121.843600	37.684400	-999.250000	-999.250000
121.996000	37.933400	-999.250000	-999.250000
122.148400	37.635700	-999.250000	-999.250000
122.300800	37.069400	-999.250000	-999.250000
122.453200	36.793200	-999.250000	-999.250000
122.605600	36.063600	-999.250000	-999.250000
122.758000	34.977100	-999.250000	-999.250000
122.910400	34.907300	-999.250000	-999.250000
123.062800	36.059400	-999.250000	-999.250000
123.215200	37.453900	-999.250000	-999.250000
123.367600	38.143100	-999.250000	-999.250000
123.520000	37.759800	-999.250000	-999.250000
123.672400	36.483400	-999.250000	-999.250000
123.824800	35.728500	-999.250000	-999.250000
123.977200	35.816400	-999.250000	-999.250000
124.129600	35.747000	-999.250000	-999.250000
124.282000	36.076700	-999.250000	-999.250000
124.434400	37.441200	-999.250000	-999.250000
124.586800	38.433200	-999.250000	-999.250000
124.739200	38.819800	-999.250000	-999.250000
124.891600	39.628200	-999.250000	-999.250000
125.044000	39.703800	-999.250000	-999.250000
125.196400	38.006300	-999.250000	-999.250000
125.348800	35.481400	-999.250000	-999.250000
125.501200	33.940800	-999.250000	-999.250000
125.653600	34.999200	-999.250000	-999.250000
125.806000	37.636300	-999.250000	-999.250000
125.958400	39.020000	-999.250000	-999.250000
126.110800	39.400500	-999.250000	-999.250000
126.263200	39.855600	-999.250000	-999.250000
126.415600	40.147300	-999.250000	-999.250000
126.568000	40.308900	-999.250000	-999.250000
126.720400	40.308100	-999.250000	-999.250000
126.872800	39.870300	-999.250000	-999.250000
127.025200	39.358900	-999.250000	-999.250000
127.177600	38.508700	-999.250000	-999.250000
127.330000	36.591900	-999.250000	-999.250000
127.482400	34.542600	-999.250000	-999.250000
127.634800	33.340800	-999.250000	-999.250000
127.787200	32.960000	-999.250000	-999.250000
127.939600	32.615900	-999.250000	-999.250000
128.092000	32.502500	-999.250000	-999.250000
128.244400	33.259000	-999.250000	-999.250000
128.396800	34.740600	-999.250000	-999.250000
128.549200	35.911500	-999.250000	-999.250000
128.701600	36.065600	-999.250000	-999.250000
128.854000	35.132300	-999.250000	-999.250000
129.006400	33.492200	-999.250000	-999.250000
129.158800	31.840600	-999.250000	-999.250000
129.311200	30.639900	-999.250000	-999.250000
129.463600	31.062800	-999.250000	-999.250000
129.616000	32.928300	-999.250000	-999.250000
129.768400	35.184600	-999.250000	-999.250000
129.920800	36.566700	-999.250000	-999.250000
130.073200	36.478100	-999.250000	-999.250000
130.225600	35.432300	-999.250000	-999.250000
130.378000	34.458700	-999.250000	-999.250000
130.530400	34.279000	-999.250000	-999.250000
130.682800	35.094700	-999.250000	-999.250000
130.835200	36.242400	-999.250000	-999.250000
130.987600	36.250100	-999.250000	-999.250000
131.140000	35.918500	-999.250000	-999.250000
131.292400	36.083100	-999.250000	-999.250000
131.444800	36.472900	-999.250000	-999.250000
131.597200	37.153000	-999.250000	-999.250000
131.749600	38.071300	-999.250000	-999.250000
131.902000	37.510700	-999.250000	-999.250000
132.054400	35.598200	-999.250000	-999.250000
